UserID, Difficulty, PlayerScore, AIScore
18, hard, 1, 0
18, hard, 2, 0
18, hard, 3, 0
18, hard, 4, 0
18, hard, 5, 0
18, hard, 6, 0
18, dynamic, 1, 0
18, dynamic, 2, 0
18, dynamic, 3, 0
18, dynamic, 4, 0
18, dynamic, 4, 1
18, dynamic, 4, 2
18, dynamic, 5, 2
18, dynamic, 5, 3
18, dynamic, 5, 4
18, dynamic, 5, 5
18, dynamic, 6, 5
